city_development_index,training_hours,company_size,experience,education_level,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,target
0.55,45.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.794,133.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.624,37.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,8.0,5.3814385400663545,3.8092807299668228,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.682,50.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.527,30.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.92,94.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,72.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,96.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,23.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9020313749224729,61.0,2.0,0.7812445685881367,2.7812445685881366,0.0,0.0,0.0,0.0,0.7812445685881367,0.21875543141186327,1.0
0.91,138.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.767,48.0,5.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9031150200599921,73.05704385114868,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8270000000000001,33.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,15.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8637623656179876,19.0,2.0,2.0,2.0,0.0,0.1899920080473395,0.0,0.0,0.0,0.8100079919526605,1.0
0.926,154.0,1.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.92,34.0,2.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.897,123.0,5.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8270000000000001,246.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.923,70.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,70.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,35.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.923,70.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,42.0,7.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,103.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,119.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,50.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,34.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,12.0,4.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6555386539586643,35.730556204534075,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9229512508259827,165.93500110131026,2.0,21.0,3.0,0.0,0.0,0.0,0.01624972467243524,0.0,0.9837502753275648,1.0
0.6890000000000001,34.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7942972749252828,46.0,6.575328631504334,13.849342736991332,2.4246713684956664,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.848,78.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,88.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,154.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,6.0,2.0,4.98679913524065,2.01320086475935,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7272553707528691,132.0,2.0,3.343041098846741,2.0,0.6569589011532592,0.0,0.0,0.0,0.0,0.34304109884674083,1.0
0.9232366612546304,47.0,1.190834686342411,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,37.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8270000000000001,69.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.754,35.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.866,66.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6157546469707075,44.18323006731761,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,22.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8599646972680597,24.0,2.0,5.638341549807588,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,67.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.855,104.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,160.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.924,29.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5576430080226739,20.263552000781857,0.2635520007818558,2.2635520007818557,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.884,45.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8858224032448788,78.38618753395617,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,18.0,3.0,6.400438723349593,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.924,30.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,78.0,3.240469798798385,7.0,2.0,0.0,0.7595302012016154,0.0,0.0,0.0,0.2404697987983846,1.0
0.92,4.0,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8396457761951103,39.15743444545042,1.1574344454504222,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.913,64.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5774069898100009,73.0,0.529466024886353,0.2647330124431765,2.0,0.7352669875568235,0.0,0.0,0.0,0.0,0.2647330124431765,1.0
0.92,226.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.89,39.0,3.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.8959999999999999,20.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8959999999999999,31.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6006035988813904,106.519920024858,2.480079975142009,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.913,35.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,206.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.913,6.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9225251945775801,16.0,2.4208657629300165,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,21.0,2.0,2.107987813994785,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,102.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.754,39.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.939,302.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.924,42.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,44.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.836,40.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6919408974535839,44.0,2.0,3.270217681808166,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8422414062046815,139.0,2.0,5.406422948127339,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,162.0,2.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.767,60.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,74.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.74,111.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9168661443558085,106.68661443558085,2.0,21.0,3.313385564419151,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,158.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,298.0750149076585,4.943738819256113,1.018753726914629,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7030956563493778,166.0,4.655088176750029,14.0,3.0,0.0,0.0,0.5862279558124928,0.0,0.0,0.41377204418750724,1.0
0.897,29.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.92,145.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9143300955769044,106.82818471445165,2.0,6.828184714451647,2.0,0.0,0.0,0.0,0.0,0.8281847144516478,0.17181528554835224,1.0
0.884,28.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,41.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,72.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,34.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,21.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.92,43.0,2.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.754,53.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6053029160240947,163.8623906893146,2.0,0.0,1.5688046553427097,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,50.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.923,66.0,7.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.9169852506455728,146.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,27.0,2.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.855,19.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7069830623408917,29.436064062058033,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.939,46.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7756296887166061,72.0,1.512262461880426,2.512262461880426,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,22.0,3.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.624,42.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.7167681394701286,11.598406322640136,7.0,4.598406322640136,2.0,0.0,0.0,0.0,0.0,0.40159367735986407,0.5984063226401359,1.0
0.924,38.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,23.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6817999282257295,8.0,5.569457420943148,3.715271289528426,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9116759212123523,32.83240787876477,2.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7635015411190673,80.5380743671554,4.0,6.4619256328445935,2.0,0.0,0.0,0.0,0.46192563284459365,0.0,0.5380743671554064,1.0
0.897,278.0,3.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,89.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.848,336.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,3.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8766038540321724,48.0,2.8036323327375476,5.0,1.8036323327375476,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.890778442670019,77.94880826147077,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,192.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,112.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6839439951057181,53.0,1.9730000679761384,6.0,2.0,0.026999932023861528,0.0,0.0,0.0,0.0,0.9730000679761385,1.0
0.624,17.0,2.0,7.0,1.096573178109875,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,28.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7024380798686183,76.47538230223405,0.0,10.0,2.52461769776595,0.47538230223404987,0.0,0.0,0.0,0.0,0.5246176977659501,1.0
0.6890361563467451,42.12113302234128,2.0,7.121133022341282,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,52.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,184.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,10.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.903,79.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.55,16.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,56.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.924,196.0,2.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.527,108.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9100202449769794,48.0,2.0,1.9979755023020611,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.762,21.0,2.0,14.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.624,166.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,37.0,6.92089563978095,7.92089563978095,2.07910436021905,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,69.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.693348261875806,283.30686361647355,3.980147712355165,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,7.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.624,37.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.926,56.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8810867685082213,27.131463619904657,6.737072760190684,9.868536380095343,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,25.0,5.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6755728741827202,51.23025560921313,3.4605112184262623,5.0,2.0,0.0,0.0,0.0,0.0,0.7697443907868688,0.23025560921313115,1.0
0.92,220.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6681194540376677,17.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.808784752398959,17.0,7.0,16.930493247244335,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7342312976376454,13.348377861900437,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.926,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5936921960164895,16.0,1.347013510378242,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,22.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,7.0,2.0,21.0,2.6340525790600675,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5829927720150421,7.0,2.0,5.154171831845991,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.9388827939689621,25.0,2.0,21.0,2.993831261524324,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6522061787297173,292.0,2.0,3.5684328681278195,2.513686573625564,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,51.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.727,83.0,3.0,19.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.624,52.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.913,43.0,3.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,12.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,102.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,50.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.91,146.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.915,21.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89,34.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8269511269662752,23.4803909842698,2.0,7.0,3.4803909842697984,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8154918816896881,304.0,2.0,6.940796098206299,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.698,6.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,165.0,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.802,210.0,5.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.84,33.0,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.897,74.0,3.0,19.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.804,107.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6351582538522758,45.95389151300712,2.0,10.046108486992875,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.89,31.0,5.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,78.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8293435914009418,217.77786659221596,7.0,9.66679988832392,2.1110667038920266,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.7108035501451614,5.2874289739906,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.7125710260093994,0.28742897399060063,1.0
0.608109225314512,5.646871673655822,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.92,72.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.55,32.0,2.0,5.230896571795371,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.939,162.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6168130408705955,29.159710202875655,2.0,7.0,2.1597102028756554,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.887,51.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.6803868597540038,9.761984591270322,1.7619845912703216,14.238015408729678,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,50.0,2.0,0.0,2.0,0.6187917664772713,0.0,0.0,0.0,0.0,0.3812082335227287,1.0
0.92,31.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.926,103.0,3.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.92,153.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,57.0840863410577,1.0,5.084086341057697,2.915913658942303,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.866,26.0,2.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.651095839208963,123.18307999465516,2.0,1.8169200053448444,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.624,8.139157431916011,7.0,10.430421284041994,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.754,90.0,3.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,18.0,7.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.91,226.0,3.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7893785088312109,44.0,2.0,6.213123547175969,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.5579999999999999,57.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.92,192.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8270000000000001,7.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.8930866960128284,72.0,2.0,3.8155546662779276,1.1844453337220724,0.0,0.0,0.0,0.0,0.0,1.0,1.0
